Lema;Frases;Categoria Gramatical;Categoria Gramatical Simple;Numero de silabas;Grupo tematico;Frecuencia Absoluta;Frecuencia Normalizada;Tipo de signo;Iconicidad;Planos Inicial;Planos Final;Localizacion facial/corporal Inicial;Localizacion facial/corporal Final;Puntos de contacto;PC Meñique;PC Anular;PC Corazon;PC Indice;PC Pulgar;PC Mano;Mano activa inicial;Mano activa inicial orientacion;Mano pasiva inicial;Mano pasiva inicial orientacion;Mano activa intermedio;Mano activa intermedio orientacion;Mano pasiva intermedio;Mano pasiva intermedio orientacion;Mano activa final;Mano activa final orientacion;Mano pasiva final;Mano pasiva final orientacion;Articulador;Articulador Codo;Articulador Dedos;Articulador Hombro;Articulador Muñeca;Movimiento de trayectoria;Cambio de configuracion;N_Cambio de configuracion;Cambio de orientacion;N_Cambio de orientacion;Desde;Hasta;Velocidad;Contacto;Momento de contacto;Repeticion;Producciones del movimiento;Ojos;Mejillas;Cejas;Boca;Cabeza;Hombros;N_Videos;Imagen Mano Activa Inicial;Imagen Mano Activa Inicial Orientacion;Imagen Mano Pasiva Inicial;Imagen Mano Pasiva Inicial Orientacion;Imagen Mano Activa Intermedio;Imagen Mano Activa Intermedio Orientacion;Imagen Mano Pasiva Intermedio;Imagen Mano Pasiva Intermedio Orientacion;Imagen Mano Activa Final;Imagen Mano Activa Final Orientacion;Imagen Mano Pasiva Final;Imagen Mano Pasiva Final Orientacion;Imagen Ojos;Imagen Mejillas;Imagen Cejas;Imagen Boca;Imagen Cabeza;Imagen Hombros;video;numero
licencia de conducir;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18576.mp4;18576
licencia verde;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18910.mp4;18910
lider;false;Nombre comun (singular);Sustantivo;1;caracteristicas;1383;90,65;bimanual (activa + pasiva diferente config.);Metafora;2;2;Espacio neutro;Dedos;2 Dedos;0;0;1;0;1;0;79.0;5.0;59.0;28.0;0.0;0.0;0.0;0.0;79.0;5.0;59.0;28.0;Hombro;0;0;1;0;Recto;No;1;No;1;def;def;Normal;Fijo;entero;desconocido;1;Normales;Normales;Normales;abierta;Bajada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/79.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/5.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/28.jpg;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/79.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/5.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/28.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-07-Bajarse-la-cabeza.jpg;desconocido;desconocido;0
lider2;false;Nombre comun (singular);Sustantivo;1;caracteristicas;1383;90,65;monomanual;No iconico;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;0.0;0.0;Dedos, Muñeca, Codo y Hombro;1;1;1;1;Recto;Si;2;Si;2;def;def;Normal;No tiene;No tiene;desconocido;1;Normales;Normales;Normales;abrir y cerrar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/18.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/18.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/6.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
liga;false;Nombre comun (singular);Sustantivo;2;actividades;9662;63,33;bimanual sucesivas;No iconico;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;4.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;No;1;def;def;Normal;No tiene;No tiene;rep. unica;2;Normales;Normales;Normales;vocalizar;Normales;"Alternando delante y atr&aacute;s (SIMP&Aacute;TICO)";0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/16.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/16.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
lijadora electrica;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18359.mp4;18359
lima;false;Nombre comun (singular);Sustantivo;1;miscelanea;6293;41,24;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19729.mp4;19729
lima de uñas;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/12424.mp4;12424
limon;false;Nombre comun (singular);Sustantivo;1;alimentos;4025;26,38;monomanual;Manipulacion;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;No;1;def;def;Normal;No tiene;No tiene;contenida;1;Normales;Normales;Normales;vocalizar;Normales;Tronco en circulo;1;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/2.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/8.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/2.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/8.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/hombros-03-Balancearse-alternativa-los-hombros-CNSE.jpg;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/12628.mp4;12628
limonero;false;Nombre comun (singular);Sustantivo;1;miscelanea;95;0,62;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/17912.mp4;17912
limpia la ventana;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/20796.mp4;20796
limpiador de pisos;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18702.mp4;18702
limpiador de ventanas;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/17845.mp4;17845
limpiar;false;Verbo (principal, infinitivo);Verbo;1;acciones;2031;13,31;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/13420.mp4;13420
limpiar el coche;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/20776.mp4;20776
limpiar la ropa;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/15292.mp4;15292
limpiar las ventanas;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/20558.mp4;20558
limpio;false;Adjetivo (descriptivo);Adjetivo;1;caracteristicas;2945;19,3;monomanual;No iconico;1;1;Cara inferior;Cara inferior;1 Dedo;0;0;1;0;0;0;67.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;4.0;0.0;0.0;Dedos;0;1;0;0;Recto;Vibr;3;No;1;def;def;Normal;Roce;mov;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/67.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/67.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/14033.mp4;14033
limpio2;false;Adjetivo (descriptivo);Adjetivo;1;caracteristicas;2945;19,3;monomanual;No iconico;1;1;Cara media;Cara media;1 Dedo;0;0;1;0;0;0;67.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;4.0;0.0;0.0;Hombro;0;0;1;0;Recto;No;1;No;1;def;def;Normal;Friccion;entero;desconocido;1;Normales;Normales;Algo fruncidas;cerrados;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/67.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/67.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-03-Fruncirse-el-ce%c3%b1o.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/boca-07-labios-recogidos__flaco.jpg;desconocido;desconocido;desconocido;0
linea;false;Nombre comun (singular);Sustantivo;1;miscelanea;20338;133,31;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18095.mp4;18095
linea curva;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18061.mp4;18061
linea ondulada;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18081.mp4;18081
linea torcida;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18070.mp4;18070
linguistica;false;Nombre comun (singular);Sustantivo;1;educacion;8;0,05;bimanual sucesivas;No iconico;1;2;Cara inferior;Espacio neutro;1 Dedo;0;0;0;0;1;0;13.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;12.0;0.0;0.0;Muñeca y Codo;1;0;0;1;Recto;No;1;Si;2;def;def;Normal;Toque;inicial;desconocido;1;Normales;Normales;Normales;vocalizar;Bajada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/13.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/26.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/13.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/12.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-07-Bajarse-la-cabeza.jpg;desconocido;desconocido;0
lio;false;Nombre comun (singular);Sustantivo;1;emociones;1261;8,26;bimanual sucesivas;Metafora;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;59.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;16.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;Si;2;def;def;Normal;No tiene;No tiene;desconocido;1;Muy abiertos;Algo hinchadas;Algo fruncidas;lengua fuera;Normales;"Alternando delante y atr&aacute;s (SIMP&Aacute;TICO)";0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/16.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/16.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-04-Ojos-muy-abiertos.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/mejillas-01-Inflarse-los-carrillos-1.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-03-Fruncirse-el-ce%c3%b1o.jpg;desconocido;desconocido;desconocido;desconocido;0
liquido;false;Nombre comun (singular);Sustantivo;1;caracteristicas;445;29,16;bimanual sucesivas;Metonimia: accion;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;4.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;12.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;No;1;def;def;Normal;No tiene;No tiene;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;"Alternando delante y atr&aacute;s (SIMP&Aacute;TICO)";0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/12.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/12.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
liquido lavavajillas;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19213.mp4;19213
